container_id,album_title,unique_users,consumption_time,avg_time_per_user,score_poplite,score_hidden_gem,genres,epochs,is_atmos
28948665396,"Beethoven: Piano Sonata No. 29 ""Hammerklavier""; An die ferne Geliebte (Arr. Liszt)",83,57.44166667,0.69206827313253,2.088903911844316,0.075964361862735,Solo Instrumental,Classical,True
28948677757,"Bartók: Piano Quintet in C Major; Contrasts for Clarinet, Violin & Piano",83,50.25277778,0.6054551539759037,1.827475248738028,0.0664573369331091,,,False
28948667529,Una Corda Diaries,82,16.88611111,0.2059281842682927,0.6196825307784563,0.0227409636505697,Solo Instrumental,Contemporary,False
28948365722,Beethoven Brahms (Live),81,81.71666667,1.0088477366666666,3.02654321,0.1120941929629629,Solo Instrumental,Classical | Romantic,False
28947969150,Beethoven: The Late Piano Sonatas Nos. 28-32,81,63.59722222,0.7851508916049382,2.355452674814815,0.0872389879561042,Solo Instrumental,Classical,False
28948642793,SLEEP: Tranquility Base,80,47.5,0.59375,1.7757266777001994,0.066383268082025,,Contemporary,True
28948703814,"Shostakovich: Symphonies 4, 5 & 6",79,58.03333333,0.7345991560759494,2.1900659744588555,0.0826488622531518,Orchestral,Romantic | 20th Century,False
602465001808,Joe Hisaishi in Vienna: Symphony No. 2; Viola Saga,79,28.99166667,0.3669831224050633,1.0940895356772,0.041288827086199,Orchestral,Contemporary,True
28947927495,Shostakovich: Complete Symphonies,78,86.93055556,1.114494302051282,3.3120852235580576,0.1261916302897676,Orchestral,20th Century,False
28947788638,Tchaikovsky / Liszt: First Piano Concertos,78,36.81944444,0.4720441594871795,1.4028339872413542,0.0534484760889422,Concerto,Romantic,True
28948641864,Bach Generations,77,65.00555556,0.8442279942857144,2.50081997977572,0.0962087088921639,Concerto | Orchestral,Baroque | Classical,True
602465381474,In A Landscape,75,52.65277778,0.7020370370666666,2.065976325206984,0.0810642544663054,,,True
28948114009,Franz Schubert: Moments musicaux,75,40.32222222,0.5376296296,1.5821531170554513,0.0620801222747757,Solo Instrumental,Romantic,False
28948761920,"II. Girotondo. Allegro ma non tanto, molto ritmato –",75,35.638888889,0.4751851851866667,1.3983896729817744,0.0548696589164888,Concerto,20th Century,False
602475104797,Arcanum,75,16.88333333,0.2251111110666666,0.6624639462726936,0.0259935921143831,,,False
28947975731,Schubert: Forellenquintett - Trout Quintet,74,37.99166667,0.5134009009459459,1.5057905122583293,0.0596816424639156,Chamber Music,Classical,False
28947954170,Beethoven: Violin Concerto,73,36.95833333,0.5062785387671234,1.4798586419376454,0.0592554209780847,Concerto,Classical,False
28948659135,Fantasia,73,36.09444444,0.4944444443835616,1.445267432747411,0.0578703449954054,Solo Instrumental,Baroque,True
28948180172,"J.S. Bach: The Well-Tempered Clavier, Book I (Live in Troy, NY / 1987)",72,49.13055556,0.6823688272222221,1.9877067053157904,0.0804179374998574,Solo Instrumental,Baroque,False
28947935452,Scandale,72,27.525,0.3822916666666666,1.113596751353673,0.0450535049818512,Orchestral | Chamber Music,20th Century,True
28948394579,I Am Hera,71,36.03888889,0.5075899843661972,1.4734236325031511,0.0602398483328707,Opera,Classical,True
28947993759,J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2,70,33.42222222,0.4774603174285715,1.381057600928077,0.0570674231212509,Concerto | Solo Instrumental,Baroque,False
28946656921,Cecilia Bartoli - The Vivaldi Album,70,20.25833333,0.2894047618571428,0.8371054756134376,0.0345904851049264,Opera,,False
28948392124,Schumann & Brahms Lieder,69,65.58611111,0.95052334942029,2.739523702819751,0.1144295642979042,Song,Romantic,False
28948640713,Mozart: The Violin Concertos,69,62.13333333,0.9004830917391304,2.5953016044395785,0.1084054251883261,Concerto,Classical,True
28947754138,Brahms: Piano Concerto No.1,69,52.73333333,0.7642512076811594,2.202664773703942,0.0920050336085257,Concerto,Romantic,False
28948617357,Nightscapes,69,49.65277778,0.7196054750724638,2.0739903515702114,0.0866303190017887,Solo Instrumental,Romantic | Contemporary,True
28948755608,Schubert: String Quartets D. 112 & 887,69,45.68055556,0.6620370371014493,1.9080711235448424,0.079699893485833,Chamber Music,Classical,True
28941904522,Vladimir Horowitz - The Last Romantic,69,33.01944444,0.4785426730434782,1.3792180869758517,0.0576097679322834,Solo Instrumental,Romantic | Classical,False
28947952077,"Shostakovich Under Stalin's Shadow - Symphonies Nos. 5, 8 & 9; Suite From ""Hamlet"" (Live)",68,83.36111111,1.2258986927941176,3.520317301745859,0.1486620528440224,Orchestral,20th Century,True
28948652877,SCRIABIN – SCARLATTI,68,56.40277778,0.8294526144117648,2.3818741358120183,0.1005859041371889,Solo Instrumental,Classical | Contemporary,True
28947963394,"Chopin: Piano Concerto No.1 In E Minor, Op.11 / Liszt: Piano Concerto No.1 In E Flat, S.124",68,52.76944444,0.7760212417647059,2.228439446068809,0.0941063984564371,Concerto,Romantic,True
28947959366,Bach,68,34.94444444,0.5138888888235293,1.4756944902006222,0.0623181814250206,Concerto | Solo Instrumental,,False
602448797032,Shostakovich: Violin Concertos 1 & 2,68,30.98888889,0.4557189542647059,1.3086524431925488,0.0552640407067472,Concerto,,False
28947985327,Visions Of Prokofiev,68,30.56388889,0.4494689542647059,1.290704807498637,0.0545061168785087,Concerto | Orchestral,20th Century,False
28947450429,"Elgar: Violin Concerto, op.61 / Vaughan Williams: The Lark Ascending",68,29.14722222,0.4286356208823529,1.2308793550448316,0.051979704111769,Concerto,20th Century,False
28947799818,Chopin: 24 Préludes; Nocturnes; Mazurkas; Scherzo,68,28.93055556,0.4254493464705882,1.2217295802667216,0.0515933115837717,Solo Instrumental,Romantic,False
28948670314,Boulez A-Z: Boulez - Bruckner,68,26.74444444,0.3933006535294117,1.1294106956357342,0.047694709915477,Solo Instrumental | Song,Romantic,False
28947641711,Kissine/Tchaikovsky Piano Trios,68,25.32777778,0.3724673202941176,1.0695852436042264,0.0451682971665709,Chamber Music,Contemporary,False
28948657742,LIFE,68,20.3,0.2985294117647059,0.8572635402033203,0.0362020087370408,Chamber Music,Classical,True
28948770892,Ngwenyama: Flow,68,14.38888889,0.2116013072058823,0.6076389078538731,0.0256604276508418,Chamber Music,Contemporary,True
